keyword,frequency,avg_score
student faculty,3,0.8657666666666666
academic,3,0.8769333333333332
education digital,2,0.87115
assessment literacy,2,0.88405
academic usage,2,0.8713
advance educational,2,0.8325
originality student,2,0.8645499999999999
chain risk,2,0.8633500000000001
program student,2,0.87285
sonic interaction,2,0.88795
construction genai,2,0.8429
work relationship,2,0.86565
material science,2,0.8704000000000001
bibliometric analysis,2,0.89515
cycle sdlc,2,0.86385
approach educational,2,0.8504
engage genai,2,0.87045
translation quality,2,0.89915
literacy scale,2,0.87015
education era,2,0.86825
educator design,2,0.85485
theory firm,2,0.8815500000000001
adoption education,2,0.86695
educator research,2,0.8819
educator learner,2,0.8781000000000001
modern industrial,2,0.8613500000000001
classify essay,2,0.87515
educational ecosystem,2,0.8420000000000001
course chatbot,2,0.89165
process knowledge,2,0.8916999999999999
programming instructor,2,0.8755
regard student,2,0.8533999999999999
assessment education,2,0.8734
competencybase education,2,0.891
context education,2,0.88105
ai curricula,2,0.87585
strategic,2,0.86415
software professional,2,0.8645
professional creative,2,0.89245
chatbot knowledge,2,0.86025
educational need,2,0.86625
technology legal,2,0.8721
collaborative education,2,0.8643000000000001
tutoring learn,2,0.8904
requirement,2,0.8699
subsurface model,2,0.8447
technology teaching,2,0.8666
setting teacher,2,0.8694500000000001
ai creation,2,0.8819
enhance smart,2,0.8396
medical image,2,0.8681
thematic analysis,2,0.89815
legal framework,2,0.8634
content academic,2,0.8928
pedagogical shift,2,0.87045
education context,2,0.8755999999999999
interact genai,2,0.86095
study academic,2,0.8465499999999999
network experimentation,2,0.8575999999999999
genaienable network,2,0.84625
generate creative,2,0.88205
reflection genai,2,0.8805499999999999
creativity creative,2,0.90425
healthcare study,2,0.84755
education write,2,0.8874500000000001
writing education,2,0.8784
digital entrepreneurial,2,0.89055
study develop,2,0.8531
creative product,2,0.8745499999999999
qualitative inquiry,2,0.90655
usercentered ai,2,0.8690500000000001
education enable,2,0.88295
academic communication,2,0.8815
student promote,2,0.86085
dynamic business,2,0.8601
educational program,2,0.8815500000000001
ai ethic,2,0.8827
learn programming,2,0.8666499999999999
student assessment,2,0.85825
lifelong,2,0.85805
education require,2,0.8712
science course,2,0.8686499999999999
steam education,2,0.8543000000000001
influence employee,2,0.8604
extraction business,2,0.89625
compute professional,2,0.8480000000000001
faculty development,2,0.8492500000000001
research map,2,0.8749
genai user,2,0.8633
drug,2,0.86185
genai translation,2,0.8634
subsurface modeling,2,0.8459
maintenance strategy,2,0.8812
code generate,2,0.88585
teacher plan,2,0.86975
approach multiagent,2,0.8647
technology contribute,2,0.8415999999999999
education deep,2,0.8844000000000001
science communication,2,0.8831
cybersecurity professional,2,0.8835500000000001
education perspective,2,0.85805
student know,2,0.86765
use university,2,0.8573999999999999
test suite,2,0.874
genai corporate,2,0.8745499999999999
genai sustainability,2,0.8947
adaptive testing,2,0.8822000000000001
collaborative genai,2,0.8755
develop genai,2,0.8712500000000001
testing genai,2,0.8835
mobile network,2,0.8674999999999999
ai accelerator,2,0.89665
question mcqs,2,0.88545
genai disclosure,2,0.88325
inquirybased learn,2,0.8754
travel plan,2,0.8692500000000001
agent requirement,2,0.88015
sociotechnical perspective,2,0.8928
model offer,2,0.85765
network architecture,2,0.86035
support research,2,0.8956
professional translator,2,0.90015
knowledgedriven,2,0.88415
accounting education,2,0.8942000000000001
tutoring llm,2,0.9085000000000001
rag retrieval,2,0.8868499999999999
environment education,2,0.83985
risk financial,2,0.8625499999999999
creative problem,2,0.8901
creativity education,2,0.9115
edge industrial,2,0.8766
improvement student,2,0.8479
integrity academic,2,0.8613
learning foster,2,0.86265
gender bias,2,0.8895
genai contribute,2,0.86775
organization seek,2,0.86065
collaboration software,2,0.8722
teamwork genai,2,0.87205
conversational interface,2,0.886
education harness,2,0.8724000000000001
platform genai,2,0.88205
education adaptive,2,0.8852500000000001
ai ecosystem,2,0.8503000000000001
constructivist learn,2,0.8747499999999999
tourism literature,2,0.8921
architectural,2,0.87495
educational method,2,0.8841
assess learning,2,0.8909499999999999
asynchronous learning,2,0.8671
education exploratory,2,0.86285
educational practitioner,2,0.8695999999999999
education constructivist,2,0.877
university community,2,0.8608
gender image,2,0.8673
genai gender,2,0.8807499999999999
literacy framework,2,0.8769499999999999
sustainable ethical,2,0.85795
augmentation wireless,2,0.87095
studentai interaction,2,0.86955
innovate genai,2,0.8834
education metaanalysis,2,0.8847
research explore,2,0.8592
integrate course,2,0.8448
genai deployment,2,0.86305
information practice,2,0.87675
learner technology,2,0.86595
framework knowledge,2,0.8794
teaching challenge,2,0.88225
use search,2,0.8746
tool classroom,2,0.88395
games genai,2,0.8715
traditional learning,2,0.8662000000000001
job,2,0.8533999999999999
education chatbot,2,0.8712500000000001
key adoption,2,0.84755
transformative,2,0.86545
innovative teaching,2,0.8815999999999999
student problemsolve,2,0.8484
way student,2,0.8709
video generation,2,0.89805
teaching second,2,0.8483
era artificial,2,0.8917
video generative,2,0.8996
agent classroom,2,0.8665
learner experience,2,0.8765499999999999
educational curriculum,2,0.8847499999999999
tool undergraduate,2,0.8558
domain education,2,0.88405
team dynamic,2,0.87975
education interdisciplinary,2,0.8664000000000001
educational change,2,0.863
enrich educational,2,0.8924
technology warehouse,2,0.841
academic misconduct,2,0.8633
governance ai,2,0.8767
software architecture,2,0.8886499999999999
design cultural,2,0.88
literacy study,2,0.86395
genai usability,2,0.89025
challenge technological,2,0.8692
discovery biomedicine,2,0.8794500000000001
architecture design,2,0.88285
ai creativity,2,0.9115500000000001
software project,2,0.8845000000000001
design sonic,2,0.9016
architectural blueprint,2,0.8815999999999999
genai developer,2,0.88005
teacher feedback,2,0.8908
concept student,2,0.8442000000000001
detection genai,2,0.8903
retriever,2,0.8593999999999999
new business,2,0.8626
genai interactive,2,0.88715
inquiry coi,2,0.8562
implication cybersecurity,2,0.89975
software developer,2,0.8644499999999999
extended reality,2,0.8567
education practical,2,0.85585
assess genais,2,0.8674999999999999
creative education,2,0.8926499999999999
profession education,2,0.8645
chatgpt learn,2,0.8606
design conceptual,2,0.8926000000000001
enhance design,2,0.8835500000000001
education integrate,2,0.85365
article student,2,0.8604499999999999
technology writing,2,0.85545
content creator,2,0.89385
chatbot framework,2,0.8751500000000001
course aim,2,0.86745
student capacity,2,0.85345
l2 education,2,0.88
education attitude,2,0.8784000000000001
strategy postgraduate,2,0.88215
report healthcare,2,0.8896999999999999
systematic literature,2,0.913
chatbot improve,2,0.8511
research practice,2,0.8987499999999999
reading assessment,2,0.87985
learning genai,2,0.88105
decision make,2,0.8782000000000001
translation genai,2,0.90125
guide student,2,0.876
learn technology,2,0.87225
academic text,2,0.88195
acceptance research,2,0.87675
cybernetic education,2,0.88255
education transformative,2,0.8709
ensure genai,2,0.8659
teacher attitude,2,0.87295
enhance research,2,0.89185
art design,2,0.85565
adoption university,2,0.8706
learner university,2,0.8530500000000001
genai continuance,2,0.8592
intellectual property,2,0.8396999999999999
disinformation genai,2,0.90995
cocreation humanai,2,0.8855500000000001
research academic,2,0.89335
chatbot course,2,0.86505
education teaching,2,0.86545
test use,2,0.8686499999999999
genai government,2,0.8955500000000001
defense approach,2,0.8934
education business,2,0.873
design learner,2,0.8794
learning concern,2,0.8578
student read,2,0.85415
education time,2,0.875
web scrape,2,0.9009
scrape web,2,0.8969499999999999
web scraping,2,0.8917999999999999
write practice,2,0.87515
genai conceptual,2,0.8997999999999999
ai adoption,2,0.87755
competence genai,2,0.84855
ict education,2,0.91425
education analyse,2,0.8786499999999999
literacy genai,2,0.8721
multimodal writing,2,0.90005
music education,2,0.87365
course mixedmethod,2,0.87645
education read,2,0.8644499999999999
strategy practice,2,0.8538
student participation,2,0.86015
storytelling,2,0.89735
curriculum enhance,2,0.86035
narrative game,2,0.9289499999999999
legal practitioner,2,0.8869
exploration iterative,2,0.8627
data model,2,0.85915
genai reflection,2,0.90825
meeting technology,2,0.885
meeting adaptive,2,0.88255
research student,2,0.8702000000000001
learning methodology,2,0.86305
tool course,2,0.8679
student complete,2,0.8698999999999999
curriculum genai,2,0.8685499999999999
distance learning,2,0.8852
legal,2,0.8734
design prompt,2,0.8743000000000001
web development,2,0.88295
programming experience,2,0.87095
writing course,2,0.8846499999999999
overall writing,2,0.87205
pedagogy research,2,0.8801
trust,2,0.87985
innovative educational,2,0.87375
trust theory,2,0.8873
assessment teaching,2,0.8665
thinking skill,2,0.8409500000000001
course compute,2,0.8927
computing course,2,0.8887
question answer,2,0.8767
enrich teaching,2,0.8813500000000001
explore university,2,0.8795999999999999
genai fashion,2,0.89645
support collaborative,2,0.8715999999999999
personalization genai,2,0.8803000000000001
big tech,2,0.8871
cloud solution,2,0.88205
student chatbot,2,0.9015500000000001
efficiency business,2,0.8713500000000001
government chatgpt,2,0.9166000000000001
african university,2,0.8538
genai faculty,2,0.86705
history education,2,0.88955
customer relationship,2,0.87915
biomedical knowledge,2,0.87835
management scm,2,0.8455
chatgpt google,2,0.8693
learn,2,0.8604
learn process,2,0.8642000000000001
learn focus,2,0.89125
failure prediction,2,0.8828499999999999
interaction student,2,0.86665
additive manufacturing,2,0.8652500000000001
learner interact,2,0.8867
innovative learning,2,0.84785
generation clinical,2,0.87
content design,2,0.8634
creative task,2,0.8848
drug development,2,0.8666
learning creative,2,0.87695
course teach,2,0.8580000000000001
knowledge generate,2,0.88015
accuracy video,2,0.87065
user study,2,0.86915
cs1 course,2,0.88415
impact genai,2,0.8765000000000001
preserve student,2,0.8486
drug candidate,2,0.8674999999999999
process model,2,0.85605
enable learner,2,0.8627499999999999
learner intention,2,0.8792
genai professional,2,0.8666
szegedai genai,2,0.8998999999999999
essay english,2,0.85425
association student,2,0.85015
educational science,2,0.87155
multilingual,2,0.8768
learning constructivist,2,0.90915
classify text,2,0.8823000000000001
multilingual context,2,0.8794
ethic student,2,0.8548
student compute,2,0.8873
effectiveness chatgpt,2,0.88565
course place,2,0.8658
essay academic,2,0.8908
elt pedagogical,2,0.8944000000000001
pedagogical implication,2,0.87775
educational perspective,2,0.8639
empower educator,2,0.84985
associate genai,2,0.86365
application healthcare,2,0.87215
genre,2,0.87615
aigenerate essay,2,0.86995
nlp genai,2,0.8828
write task,2,0.85645
education book,2,0.85945
intelligence challenge,2,0.87755
genai empower,2,0.8701
inspire,2,0.8706499999999999
accessibility blind,2,0.89125
learner develop,2,0.87235
learner diverse,2,0.86615
genai video,2,0.887
prompt excel,2,0.8759
thinking design,2,0.85655
design opportunity,2,0.8752500000000001
education creative,2,0.9053
creative learning,2,0.9218999999999999
field cybersecurity,2,0.87435
teach software,2,0.84815
approach education,2,0.8559
novel creative,2,0.8856999999999999
teacher motivation,2,0.8752500000000001
teachingrelate work,2,0.8567
genai privacy,2,0.8846499999999999
design tool,2,0.8794500000000001
jm creation,2,0.89555
user agency,2,0.84705
student disability,2,0.85885
benchmarking genai,2,0.87045
enterprise ai,2,0.8825000000000001
healthcare setting,2,0.8892500000000001
learning english,2,0.88115
student view,2,0.87235
innovation process,2,0.86965
creative community,2,0.90545
collaboration ai,2,0.8876
computing medical,2,0.84995
medical xr,2,0.8511
student creative,2,0.866
genai edge,2,0.876
fashion designer,2,0.9088499999999999
analytic genai,2,0.90295
student systematic,2,0.8857999999999999
twin dts,2,0.8629500000000001
recommender,2,0.8754500000000001
intelligence business,2,0.8848
chatbot human,2,0.88215
interview genai,2,0.8626
enhanced academic,2,0.86385
student enhance,2,0.88165
text domain,2,0.8886000000000001
definition genai,2,0.9
challenge generative,2,0.8843
writing chatgpt,2,0.88315
psychology genai,2,0.8718
psychological practice,2,0.8808499999999999
production process,2,0.8541
enhance formative,2,0.88845
sustainable practice,2,0.8645499999999999
ai industry,2,0.8662000000000001
genai valuable,2,0.88105
framework responsible,2,0.8678
genai researcher,2,0.90355
testing explore,2,0.86085
research creativity,2,0.8842
ideation genai,2,0.90005
agentic architecture,2,0.87285
narrative,2,0.8761000000000001
role teaching,2,0.8649
cnlpnitspp genai,2,0.8906000000000001
genai communication,2,0.8727
university study,2,0.86565
difference student,2,0.8539
chatgpt experiential,2,0.86
technology learning,2,0.8517
multicloud,2,0.8741
vae manufacturing,2,0.83745
experience design,2,0.8679
integrity student,2,0.87435
intelligence chatgpt,2,0.867
software requirement,2,0.8865000000000001
education generativeai,2,0.86585
result student,2,0.8674
impact research,2,0.8819
game designer,2,0.88565
education end,2,0.8855999999999999
education datum,2,0.8646
lack student,2,0.8732
work study,2,0.8605499999999999
need creative,2,0.89115
genai navigate,2,0.8619
agency genai,2,0.87385
projectbase learning,2,0.86795
student multimodal,2,0.8583
industry chapter,2,0.87435
design sustainable,2,0.8818
innovation intellectual,2,0.8745
postdigital pedagogy,2,0.89385
chatgpt write,2,0.8573500000000001
education create,2,0.8577
ai classroom,2,0.86635
smart,2,0.85195
course chatgpt,2,0.8781
role education,2,0.86095
role teacher,2,0.86775
text classification,2,0.8847
multiagent drl,2,0.858
federate multiagent,2,0.8587
application knowledge,2,0.855
teach student,2,0.8753
practice academic,2,0.86375
teachable,2,0.8832500000000001
technology student,2,0.88035
learner engage,2,0.8576999999999999
generate code,2,0.8813500000000001
retrieval augmented,2,0.88025
sustainable educational,2,0.8863
share,2,0.8886499999999999
teacherstudent,2,0.85415
search recommendation,2,0.898
autonomous driving,2,0.85615
question base,2,0.8883
assistive,2,0.8674
generation,2,0.8569
genaienable innovation,2,0.9057
storyteller,2,0.8781000000000001
llm genai,2,0.8925000000000001
discovery development,2,0.8921
icadl,2,0.8935
research concept,2,0.8859
humanai relationship,2,0.86605
academic competence,2,0.8785499999999999
concern genai,2,0.8864
outcome learner,2,0.88165
logicdriven language,2,0.88565
learner writing,2,0.89285
dialogue,2,0.87615
model chatgpt,2,0.8767
effective student,2,0.85745
personalized educational,2,0.88435
pedagogically sound,2,0.8654
studentcentere learning,2,0.8553999999999999
science game,2,0.8707
learning game,2,0.86895
service development,2,0.8732500000000001
digital therapy,2,0.82765
software test,2,0.8986000000000001
student report,2,0.8601000000000001
student writer,2,0.8717999999999999
management consult,2,0.8803000000000001
genai advanced,2,0.8351999999999999
educator concern,2,0.8593
academic nurse,2,0.8671
vehicular threat,2,0.8874
narrative learn,2,0.86545
cybersecurity vehicular,2,0.9082
future network,2,0.8747
vae generative,2,0.8867
use attitude,2,0.8676
literacy student,2,0.87495
learner teacher,2,0.8597
facial,2,0.8798999999999999
engineering assessment,2,0.8586
education interview,2,0.8805499999999999
individualized learning,2,0.87165
education witness,2,0.8807
nursing,2,0.8632500000000001
sentiment analysis,2,0.8884000000000001
interpretation drill,2,0.8775
setting course,2,0.87285
assembly process,2,0.8684
industry manual,2,0.8548
assembly application,2,0.8497
genai manufacture,2,0.8441
learner attitude,2,0.9081
definition manufacturing,2,0.9087
case manufacturing,2,0.9083
manufacturing intersection,2,0.9025
consortium context,2,0.8823
sustainability manufacturing,2,0.8707
cognitive manufacturing,2,0.8492
manufacturing cognitive,2,0.8485
industry bring,2,0.8383
physical manufacturing,2,0.8214
tool city,2,0.87125
humancentere design,2,0.88895
image augmentation,2,0.8488
employee performance,2,0.86625
genaienhance,2,0.8526
iot network,2,0.8526499999999999
healthcare delivery,2,0.8932500000000001
insight genai,2,0.87785
enhance entrepreneurial,2,0.8897999999999999
adaptive cruise,2,0.8746
context manufacturing,2,0.8979
problemdriven genai,2,0.8796
problemdriven,2,0.8651
biaxposer framework,2,0.8641
academic ecosystem,2,0.8608
siot service,2,0.8626
challenge research,2,0.86755
multidnn application,2,0.8625
chatgpt use,2,0.8645499999999999
requirement elicitation,2,0.9018999999999999
chatgpt world,2,0.86175
document,2,0.8889
creation educational,2,0.8819
humancentere innovation,2,0.9023
hci research,2,0.8996500000000001
ai innovation,2,0.88855
agile methodology,2,0.90825
student cognitive,2,0.85895
technology transform,2,0.85825
assess chatgpt,2,0.88775
educational purpose,2,0.8613999999999999
app behavior,2,0.89175
lowresource language,2,0.88185
engagement teacher,2,0.8595999999999999
chatbot selfdetermination,2,0.87375
learning opportunity,2,0.84785
future educational,2,0.8773500000000001
use narrative,2,0.8889
app privacy,2,0.8745
generative architecture,2,0.8516
generate image,2,0.85465
extract political,2,0.88505
expand creative,2,0.87115
teach programming,2,0.8678
literacy survey,2,0.87485
teach compute,2,0.8801
genais adoption,2,0.87375
gamification genai,2,0.8586499999999999
natural language,2,0.8723
education advent,2,0.88015
student writing,2,0.86925
student adopt,2,0.8609
genai emergence,2,0.87385
technology creative,2,0.9054
simulationbase clinical,2,0.8761
undergraduate psychology,2,0.862
literacy teach,2,0.87725
conceptual design,2,0.892
semantic,2,0.8751
search knowledge,2,0.8919
teacher embrace,2,0.8626499999999999
postdigital teacher,2,0.88045
lecturer student,2,0.8391
university lecturer,2,0.8705
literacy chatgpt,2,0.874
education develop,2,0.8471
theory health,2,0.8831
design product,2,0.89595
design professional,2,0.8995
writing assignment,2,0.8621000000000001
llm productivity,2,0.8661
knowledge work,2,0.8758999999999999
concern student,2,0.8662
help student,2,0.8731500000000001
information study,2,0.8936
code comprehension,2,0.87615
vehicle genai,2,0.87995
llm educational,2,0.87495
immersive educational,2,0.85945
genai scientific,2,0.92035
influence customer,2,0.86225
method educational,2,0.87355
healthcare ai,2,0.8742000000000001
research marketing,2,0.8924000000000001
leadership,2,0.8674999999999999
student critically,2,0.8643000000000001
chain resilience,2,0.87605
educational domain,2,0.8891
edge cloud,2,0.8673500000000001
learner programming,2,0.8848
agricultural,2,0.83765
agent educational,2,0.8658
genai decisionmake,2,0.8757999999999999
learn prompt,2,0.87575
genai deliver,2,0.89795
management recruitment,2,0.8504499999999999
generation science,2,0.84145
literacy artificial,2,0.8689
writing classroom,2,0.8748
designer creative,2,0.88175
interaction genai,2,0.8555999999999999
business analytic,2,0.9023000000000001
develop educational,2,0.89115
education role,2,0.8778
tool chatgpt,2,0.8475999999999999
education psychology,2,0.8691500000000001
genai opportunity,2,0.88455
genai future,2,0.88905
llm network,2,0.84875
establish educational,2,0.87845
user intention,2,0.8646499999999999
embed research,2,0.9049499999999999
developer use,2,0.8696999999999999
model genai,2,0.8844
engineering practice,2,0.8627499999999999
genai era,2,0.8686
student helpseeke,2,0.8732
assessment work,2,0.8562000000000001
programming practice,2,0.8861
learning enhance,2,0.8663000000000001
practical learning,2,0.86835
genai enable,2,0.87635
student active,2,0.8636
marketing curriculum,2,0.8686499999999999
development test,2,0.873
chatbot ai,2,0.86965
student project,2,0.8635
education year,2,0.8996
education make,2,0.86105
language pedagogy,2,0.88945
improve healthcare,2,0.8896
integration student,2,0.8722
enhance brand,2,0.89525
brand anthropomorphism,2,0.9196
diffusion genai,2,0.8805499999999999
education proactive,2,0.85595
student acceptance,2,0.85505
capture semantic,2,0.85015
employeegenai collaboration,2,0.88505
ai student,2,0.882
challenge opportunity,2,0.86915
lesson preservice,2,0.8362
network sdn,2,0.85745
research practical,2,0.8745499999999999
educational creative,2,0.8976999999999999
tool postgraduate,2,0.84945
work outcome,2,0.8466
research landscape,2,0.8967
llm chatgpt,2,0.8775
inclusive technology,2,0.8682
chatgpt knowledge,2,0.86515
educational prepare,2,0.85495
course academic,2,0.8765499999999999
application development,2,0.86395
autoencoder vaes,2,0.8728
new product,2,0.8734999999999999
employee genai,2,0.8442000000000001
adoption chatgpt,2,0.8745
chunking,2,0.89245
gameplay,2,0.88885
genai workforce,2,0.89195
language classroom,2,0.883
metadata generation,2,0.8708
threat intelligence,2,0.8615
medical school,2,0.8694
current student,2,0.86205
user experience,2,0.8721000000000001
web,2,0.90765
drill engineer,2,0.8544
drill,2,0.8613500000000001
equity genai,2,0.8752
challenge medical,2,0.86235
education learning,2,0.87365
journalism education,2,0.8774500000000001
creator genai,2,0.86685
education particularly,2,0.8791
framework mitigate,2,0.84805
studentcentere learn,2,0.8649
write course,2,0.85295
literacy teaching,2,0.901
model educator,2,0.8665
learning include,2,0.8645499999999999
clinical,2,0.8609
aipowere,2,0.88255
academic staff,2,0.8555
aiassiste design,2,0.8609
student openende,2,0.86065
ai tool,2,0.8794
deepfake,2,0.8586
edgecloud collaborative,2,0.88835
university educator,2,0.874
management research,2,0.8483
education curriculum,2,0.8752500000000001
genai high,2,0.8731
preservice language,2,0.86435
outcome genai,2,0.87485
research llm,2,0.89515
simulation training,2,0.90125
company use,2,0.8767499999999999
genai transform,2,0.8593999999999999
research artificial,2,0.87005
genai crisis,2,0.8833
crisisrelated,2,0.8821
potential genai,2,0.86605
speechbase game,2,0.90255
science teaching,2,0.8737
learning study,2,0.8669
disability genai,2,0.8378
academia,2,0.88085
education impact,2,0.8821
classroom orchestration,2,0.8896999999999999
genai academia,2,0.8893500000000001
literature genai,2,0.86785
use deep,2,0.85665
student finding,2,0.857
sociolinguistic,2,0.9035500000000001
synthetic text,2,0.8609
writing ai,2,0.89375
educational examine,2,0.8659
scholarly communication,2,0.8983
content development,2,0.86915
understand university,2,0.87355
educator develop,2,0.8563000000000001
collaborative write,2,0.8819
tool writing,2,0.8752
student behavioural,2,0.85825
query,2,0.8747499999999999
research methodology,2,0.88495
selfregulated reading,2,0.88175
defense operation,2,0.88975
research understand,2,0.8652500000000001
employee experience,2,0.89855
opportunity teacher,2,0.8611
university regard,2,0.8725499999999999
education conversation,2,0.86265
write assessment,2,0.8873500000000001
educational discourse,2,0.87965
technology chatgpt,2,0.88195
team composition,2,0.88505
write school,2,0.8928
tourism field,2,0.89575
analytic knowledge,2,0.8612500000000001
english learner,2,0.86385
tutoring itss,2,0.9028
numerous,2,0.85695
motivation student,2,0.87505
writing,2,0.8688
genai market,2,0.8834
advent genai,2,0.86805
education collaborative,2,0.85405
reason adoption,2,0.88135
elearne,2,0.8631
inclusive educational,2,0.87165
school leadership,2,0.8883
literacy course,2,0.8832
project manager,2,0.8427
autonomous agent,2,0.8656
usercentered,2,0.87175
simulationbase education,2,0.8939
learning chatgpt,2,0.8811500000000001
data science,2,0.87245
factory integrate,2,0.8561
factory clf,2,0.8562
network security,2,0.8585499999999999
factory guide,2,0.8564
lesson plan,2,0.8689
fairness genai,2,0.8745
factory new,2,0.8594
inquirydriven learn,2,0.8708
transform business,2,0.87375
genai demonstrate,2,0.85665
educator preparation,2,0.8826499999999999
information research,2,0.87575
teacher chatgpt,2,0.8564499999999999
work academic,2,0.8636
academic work,2,0.8772
design creativity,2,0.8794
creativity design,2,0.9156
research context,2,0.8851
community storytelle,2,0.8896
drive innovation,2,0.8599
design challenge,2,0.8989
factory learn,2,0.874
learning engineering,2,0.8674
agency,2,0.87895
contextdependent,2,0.8707
concern academic,2,0.8545
listening,2,0.8584499999999999
solution instructor,2,0.8593500000000001
learning inquirybase,2,0.8767499999999999
genai simulation,2,0.8669
text generator,2,0.88655
augmented reality,2,0.90035
genai engineering,2,0.89085
effective teaching,2,0.8380000000000001
software company,2,0.8767
bot crisis,2,0.8999
cultural,2,0.89745
testing approach,2,0.90185
genai introduce,2,0.87995
radiology workflow,2,0.86755
teaching age,2,0.85955
agile project,2,0.87635
student reflect,2,0.8886000000000001
publishing genai,2,0.9010499999999999
forecasting genai,2,0.8853500000000001
training medical,2,0.8433999999999999
genai agile,2,0.87925
education come,2,0.88085
academic curriculum,2,0.8604499999999999
critical literacy,2,0.88225
use knowledge,2,0.8458
literacy university,2,0.8791500000000001
literacy cdl,2,0.84865
pedagogical challenge,2,0.86855
literacy development,2,0.8616999999999999
fault tree,2,0.8976999999999999
selfefficacy student,2,0.8781
thinking university,2,0.85965
pedagogy foster,2,0.88745
technologyenhance learning,2,0.83995
model supply,2,0.8405
network agentic,2,0.8921
learning guide,2,0.8624499999999999
selfregulated learn,2,0.8576
academic field,2,0.88885
demand forecasting,2,0.8479
learner make,2,0.85345
people use,2,0.8473999999999999
quality genai,2,0.91865
genai sentiment,2,0.90225
programming university,2,0.8792
quality,2,0.90085
usercentered quality,2,0.8909499999999999
agent agentic,2,0.8691500000000001
evolutionary,2,0.8503499999999999
education university,2,0.8741
teach methodology,2,0.85885
education innovative,2,0.86155
explainability genai,2,0.91385
educational journey,2,0.8783
design learn,2,0.8513
autoencoder genai,2,0.8953
active learning,2,0.87695
chatbot health,2,0.8866
undergraduate nursing,2,0.8490500000000001
autoencoder,2,0.86315
education tasktechnology,2,0.86685
development game,2,0.9165
industry study,2,0.8667
education include,2,0.8573999999999999
generative diffusion,2,0.8473999999999999
component student,2,0.8644000000000001
deep deterministic,2,0.83005
graduate educational,2,0.86115
build chatbot,2,0.88115
pedagogy policy,2,0.8803
ai health,2,0.86725
educational set,2,0.88495
assessment creativity,2,0.85915
enhance predictive,2,0.85895
player interact,2,0.88795
manufacturing potential,2,0.8729
coursework,2,0.8472500000000001
genai urban,2,0.87925
climate future,2,0.8819999999999999
game developer,2,0.9048
agent genai,2,0.86225
teacher development,2,0.87565
interested genai,2,0.88095
education professional,2,0.87025
technology selfefficacy,2,0.8739
curriculum technology,2,0.8896
scenario autonomous,2,0.8475999999999999
pedagogy postgraduate,2,0.8841
smart learning,2,0.8927
technology faculty,2,0.8644000000000001
teacher competency,2,0.86465
teacher professional,2,0.8653500000000001
gamification,2,0.84855
teaching academic,2,0.8745
analysis urban,2,0.8647
university develop,2,0.8688
process redesign,2,0.881
challenge teaching,2,0.8704000000000001
nlp sustainable,2,0.86755
process analytic,2,0.8854
development student,2,0.86595
genai rapidly,2,0.8796999999999999
pblprocess mapping,2,0.8956
landscape education,2,0.88455
educational impact,2,0.88215
education face,2,0.86755
education open,2,0.8615999999999999
education programming,2,0.86355
bpm interdisciplinary,2,0.8806
creativity divergent,2,0.88775
innovative pedagogical,2,0.84105
reflection student,2,0.8745
digital teaching,2,0.8375
student interact,2,0.85635
service,2,0.8551
argumentative writing,2,0.8772500000000001
human innovation,2,0.8867499999999999
pedagogy content,2,0.8817
argumentative write,2,0.8759
multiagent framework,2,0.8911
finance artificial,2,0.9037999999999999
propose generative,2,0.8357
course improve,2,0.8881
pedagogy assessment,2,0.8682
app usability,2,0.8815999999999999
enhance employee,2,0.86555
governance framework,2,0.8949499999999999
approach teaching,2,0.871
humangenai collaboration,2,0.8814500000000001
feedback peer,2,0.8959
education career,2,0.84575
multiagent reinforcement,2,0.85345
education transform,2,0.86765
humancentre education,2,0.89455
curriculum reform,2,0.8803
synthetic data,2,0.8421000000000001
trust student,2,0.86805
collaboration genai,2,0.87415
scientific creative,2,0.89465
student group,2,0.86425
academic selfefficacy,2,0.87755
language educator,2,0.8747
patient simulation,2,0.8583000000000001
training process,2,0.85225
learner autonomy,2,0.8712
creativity critical,2,0.8613500000000001
practice creativity,2,0.8835
apply research,2,0.8664000000000001
selfefficacy creativity,2,0.864
health economic,2,0.87715
unique educational,2,0.8795
teacher aware,2,0.8725499999999999
write education,2,0.88645
visualization,2,0.90055
ethic education,2,0.85625
research phase,2,0.8961
literacy teacher,2,0.8742
accounting,2,0.8702
student reflection,2,0.8833
patient communication,2,0.84945
agent tool,2,0.8626
practice teacher,2,0.8716999999999999
usage student,2,0.8619
facilitator genai,2,0.8553999999999999
engagement student,2,0.85785
gamma ray,2,0.8605
literacy digital,2,0.85545
genai institutional,2,0.8905
future cybersecurity,2,0.87195
need teacher,2,0.86775
teacher work,2,0.8479
creative collaboration,2,0.88305
future business,2,0.87775
teacher student,2,0.8524
learn chatbot,2,0.8682000000000001
competition,2,0.89855
genai robot,2,0.88165
result genai,2,0.8892
streamline thematic,2,0.87445
research lifecycle,2,0.895
clinical integration,2,0.84735
research checklist,2,0.8888
learning chatbot,2,0.86615
ai nursing,2,0.845
education identify,2,0.87705
software practitioner,2,0.8802
research educational,2,0.8747
evaluate essay,2,0.9131
code review,2,0.8894
research ethic,2,0.8706
feedback writing,2,0.87485
tutoring genai,2,0.8855500000000001
learning inform,2,0.8868499999999999
genai teachable,2,0.85635
content student,2,0.8829499999999999
genai police,2,0.8647499999999999
research write,2,0.8881
